"h_benchmark_fondos","j_link_cnbv","b_clas_cnbv","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos"
"MEXCOMP_DE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000H0S8&SecurityToken=F00000H0S8%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - No disponible","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERMGB.MX","DIVER-M GB","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-MGB.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000H0S8","12/03/2010","Renta Variable"
"MEXCOMP_DE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MGKQ&SecurityToken=F00000MGKQ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - No disponible","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERMC.MX","DIVER-M C","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-MC.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MGKQ","09/05/2011","Renta Variable"
"MEXCOMP_DE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000047T&SecurityToken=F00000047T%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - No disponible","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERMB.MX","DIVER-M B","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-MB.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000047T","26/11/2004","Renta Variable"
"MEXCOMP_DB","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MIKY&SecurityToken=F00000MIKY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERCPV.MX","DIVER-C PV","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-CPV.MX","Personas físicas","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MIKY","20/05/2011","Renta Variable"
"MEXCOMP_DB","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MIKX&SecurityToken=F00000MIKX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERCP.MX","DIVER-C P","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-CP.MX","Personas físicas","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MIKX","20/05/2011","Renta Variable"
"MEXCOMP_DLP","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000HHIH&SecurityToken=F00000HHIH%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=DLP1UHN.MX","DLP-1 UHN","https://es-us.finanzas.yahoo.com/q/hp?s=DLP-1UHN.MX","Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000HHIH","30/04/2010","Deuda"
"MEXCOMP_DLP","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000HHIK&SecurityToken=F00000HHIK%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=DLP1TM.MX","DLP-1 TM","https://es-us.finanzas.yahoo.com/q/hp?s=DLP-1TM.MX","Personas morales","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000HHIK","30/04/2010","Deuda"
"MEXCOMP_DLP","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003V1P&SecurityToken=F000003V1P%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=DLP1TF.MX","DLP-1 TF","https://es-us.finanzas.yahoo.com/q/hp?s=DLP-1TF.MX","Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003V1P","20/03/2009","Deuda"
"MEXCOMP_P11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JNDR&SecurityToken=F00000JNDR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM no contribuyente - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOE.MX","DMEDIO E",,"Personas morales","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JNDR","02/08/2010","Deuda"
"BMV IPC PR MXN","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000T1SD&SecurityToken=F00000T1SD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=GBM103B.MX","GBM103 B",,"Personas físicas","RV Global","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000T1SD","31/01/2014","Renta Variable"
