"h_benchmark_fondos","j_link_cnbv","b_clas_cnbv","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000V4B1&SecurityToken=F00000V4B1%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLM4.MX","SCOTDOL M4",,"Personas morales","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000V4B1","03/09/2012","-"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004L6&SecurityToken=F0000004L6%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLM3.MX","SCOTDOL M3",,"Personas morales","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004L6","24/04/2006","Renta Variable"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004L2&SecurityToken=F0000004L2%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLM2.MX","SCOTDOL M2",,"Personas morales","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004L2","24/04/2006","Renta Variable"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004L4&SecurityToken=F0000004L4%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLM1.MX","SCOTDOL M1",,"Personas morales","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004L4","24/04/2006","Renta Variable"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OTRU&SecurityToken=F00000OTRU%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLF4.MX","SCOTDOL F4",,"Personas físicas","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OTRU","03/09/2012","Renta Variable"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PEPG&SecurityToken=F00000PEPG%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLF3.MX","SCOTDOL F3",,"Personas físicas","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PEPG","03/09/2012","Renta Variable"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004VV&SecurityToken=F0000004VV%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLF1.MX","SCOTDOL F1",,"Personas físicas","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004VV","24/04/2006","Renta Variable"
"30% Trsy Notes 1-3 años, 70% Trsy Bills 1-12 meses","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004L8&SecurityToken=F0000004L8%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTDOLCU4.MX","SCOTDOL CU4",,"Personas físicas","Deuda Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004L8","24/04/2006","Renta Variable"
"MSCI Europe","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000UG20&SecurityToken=F00000UG20%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","-","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTEURTF.MX","SCOTEUR TF",,"Personas físicas","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000UG20","15/09/2014","Renta Variable"
"50% BMV IPC PR MXN, 50% BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000UG1Z&SecurityToken=F00000UG1Z%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","-","https://es-us.finanzas.yahoo.com/q/hp?s=SCOTCMTF.MX","SCOT-CM TF","https://es-us.finanzas.yahoo.com/q/hp?s=SCOT-CMTF.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000UG1Z","15/09/2014","Renta Variable"
"Tipo de cambio spot peso-dólar","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W5CS&SecurityToken=F00000W5CS%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","-","https://es-us.finanzas.yahoo.com/q/hp?s=SBANKDLF3.MX","SBANKDL F3",,"Personas físicas","Mercado de Dinero USD","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W5CS","23/06/2015","-"
