"h_benchmark_fondos","j_link_cnbv","i_benchmark_morningstar","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos","c_familia","b_clas_cnbv"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W5D8&SecurityToken=F00000W5D8%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIBOLSBF7.MX","+CIBOLS BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIBOLSBF-7.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W5D8","","","","Común - Agresivo"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZJ2&SecurityToken=F000001ZJ2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE1.MX","+CIGUB BE-1","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE-1.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZJ2","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QAGK&SecurityToken=F00000QAGK%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE2.MX","+CIGUB BE-2","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE-2.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QAGK","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MEPV&SecurityToken=F00000MEPV%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE3.MX","+CIGUB BE-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE-3.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MEPV","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002MWZ&SecurityToken=F000002MWZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE5.MX","+CIGUB BE-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBE-5.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002MWZ","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VPQI&SecurityToken=F00000VPQI%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF0.MX","+CIGUB BF-0","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF-0.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VPQI","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VPQJ&SecurityToken=F00000VPQJ%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF4.MX","+CIGUB BF-4","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF-4.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VPQJ","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002MX1&SecurityToken=F000002MX1%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF5.MX","+CIGUB BF-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF-5.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002MX1","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002DRH&SecurityToken=F000002DRH%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF7.MX","+CIGUB BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBF-7.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002DRH","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000NRBT&SecurityToken=F00000NRBT%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM0.MX","+CIGUB BM-0","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM-0.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000NRBT","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000S7NB&SecurityToken=F00000S7NB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM2.MX","+CIGUB BM-2","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM-2.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000S7NB","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZIQ&SecurityToken=F000001ZIQ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM3.MX","+CIGUB BM-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM-3.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZIQ","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002MX2&SecurityToken=F000002MX2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM5.MX","+CIGUB BM-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIGUBBM-5.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002MX2","","","","Deuda PM - Espec. en papel gubernamental"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000HHII&SecurityToken=F00000HHII%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBE.MX","+CIPLUS BE","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBE.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000HHII","","","","Dueda PF - Agresivo"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000TEVI&SecurityToken=F00000TEVI%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF2.MX","+CIPLUS BF-2","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF-2.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000TEVI","","","","Dueda PF - Agresivo"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QL7C&SecurityToken=F00000QL7C%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF5.MX","+CIPLUS BF-5","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF-5.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QL7C","","","","Dueda PF - Agresivo"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000459L&SecurityToken=F00000459L%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF7.MX","+CIPLUS BF-7","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBF-7.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000459L","","","","Dueda PF - Agresivo"
"","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QL7B&SecurityToken=F00000QL7B%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBM3.MX","+CIPLUS BM-3","https://es-us.finanzas.yahoo.com/q/hp?s=CIPLUSBM-3.MX","","","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QL7B","","","","Dueda PF - Agresivo"
