"h_benchmark_fondos","j_link_cnbv","b_clas_cnbv","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos"
"52.5% BMV IPC PR MXN, 10% FTSE-PiP Fondeo G 24hrs, 20% FTSE-PiP Cetes 28d 24hrs, 17.5% MSCI World NR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004ZK&SecurityToken=F0000004ZK%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SVIVE20B.MX","SVIVE20 B",,"Personas físicas","Mixtos Agresivos","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004ZK","27/12/1984","Renta Variable"
"EURO STOXX 50 NR EUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000044G&SecurityToken=F00000044G%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURVEURBO.MX","SURVEUR BO",,"Personas físicas,No contribuyentes","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000044G","13/05/2004","Renta Variable"
"EURO STOXX 50 NR EUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QOLA&SecurityToken=F00000QOLA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURVEURBF.MX","SURVEUR BF",,"Personas físicas","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QOLA","29/10/2013","Renta Variable"
"EURO STOXX 50 NR EUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000044E&SecurityToken=F00000044E%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURVEURBD.MX","SURVEUR BD",,"Personas físicas,No contribuyentes","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000044E","25/01/2005","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FZ&SecurityToken=F00000M9FZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BOE5.MX","SURV40 BOE5",,"No contribuyentes","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FZ","08/03/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FY&SecurityToken=F00000M9FY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BOE4.MX","SURV40 BOE4",,"No contribuyentes","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FY","08/03/2011","Renta Variable"
"15% BMV IPC PR MXN, 15% FTSE-PiPG Bonos 24hrs, 15% FTSE-PiPG Udibonos 24hrs, 10% FTSE-PiP Fondeo G 24hrs, 40% FTSE-PiP Cetes 28d 24hrs, 5% MSCI World NR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000H648&SecurityToken=F00000H648%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SVIVE50S.MX","SVIVE50 S",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000H648","16/04/2010","Renta Variable"
"15% BMV IPC PR MXN, 15% FTSE-PiPG Bonos 24hrs, 15% FTSE-PiPG Udibonos 24hrs, 10% FTSE-PiP Fondeo G 24hrs, 40% FTSE-PiP Cetes 28d 24hrs, 5% MSCI World NR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MAJX&SecurityToken=F00000MAJX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SVIVE50C3.MX","SVIVE50 C3",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MAJX","24/03/2011","Renta Variable"
"15% BMV IPC PR MXN, 15% FTSE-PiPG Bonos 24hrs, 15% FTSE-PiPG Udibonos 24hrs, 10% FTSE-PiP Fondeo G 24hrs, 40% FTSE-PiP Cetes 28d 24hrs, 5% MSCI World NR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MAJW&SecurityToken=F00000MAJW%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SVIVE50C2.MX","SVIVE50 C2",,"No contribuyentes","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MAJW","24/03/2011","Renta Variable"
"16% Others, 18% BMV IRT, 15% FTSE-PiP Cetes 28d 24hrs, 6% FTSE-PiPG Fix 5Yrs 24hrs, 6% FTSE-PiPG Fix 10Yrs 24hrs, 16% FTSE-PiPG Real 10Yrs 24hrs, 18% MSCI All Country World (N), 5% Barclays US Agg Bond TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M9FX&SecurityToken=F00000M9FX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV40BOE3.MX","SURV40 BOE3",,"No contribuyentes","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M9FX","08/03/2011","Renta Variable"
"26.9% Others, 25% FTSE-PiP Cetes 28d 24hrs, 3.5% FTSE-PiP Fondeo Gross 24hrs, 5.5% FTSE-PiPG Fix 5Yrs 24hrs, 5.5% FTSE-PiPG Fix 10Yrs 24hrs, 4.6% FTSE-PiPG Real 1Yr 24hrs, 15% FTSE-PiPG Real 5Yrs 24hrs, 14% FTSE-PiPG Real 10Yrs 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MMW2&SecurityToken=F00000MMW2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=SURV20BDF.MX","SURV20 BDF",,"Personas físicas","Mixtos Conservadores","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MMW2","21/06/2011","Renta Variable"
