"h_benchmark_fondos","j_link_cnbv","b_clas_cnbv","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004B7&SecurityToken=F0000004B7%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPP.MX","BMERLP P",,"Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004B7","27/02/1991","Deuda"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000UFEP&SecurityToken=F00000UFEP%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPMB.MX","BMERLP MB",,"Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000UFEP","03/12/2013","Deuda"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000TQNJ&SecurityToken=F00000TQNJ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPGPF.MX","BMERLP GPF",,"Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000TQNJ","27/12/2012","Deuda"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001XIH&SecurityToken=F000001XIH%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPGB.MX","BMERLP GB",,"Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001XIH","22/01/2008","Deuda"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004B6&SecurityToken=F0000004B6%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPF.MX","BMERLP F",,"Fondo de fondos","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004B6","24/11/2004","Deuda"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MGKP&SecurityToken=F00000MGKP%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPC.MX","BMERLP C",,"Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MGKP","24/09/2010","Deuda"
"MEXCOMP_D11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004BB&SecurityToken=F0000004BB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PF - Espec. En papel bancario","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLIQPV.MX","BMERLIQ PV",,"Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004BB","10/10/2005","Deuda"
"MEXCOMP_D11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004BA&SecurityToken=F0000004BA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PF - Espec. En papel bancario","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLIQP.MX","BMERLIQ P",,"Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004BA","16/12/1987","Deuda"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000571&SecurityToken=F000000571%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATB.MX","BMERPAT B",,"Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000571","19/05/1989","Renta Variable"
"FTSE-PiP Cetes 91d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M7SO&SecurityToken=F00000M7SO%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCAP3B2D.MX","BNMCAP3 B2-D","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCAP3B2-D.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M7SO","01/03/2011","Deuda"
"30% FTSE-PiPG Bonos CI 24hrs, 70% FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005N4Z&SecurityToken=F000005N4Z%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMBONOM0A.MX","BNMBONO M0-A","https://es-us.finanzas.yahoo.com/q/hp?s=BNMBONOM0-A.MX","Fondo de fondos","Deuda Flexible","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005N4Z","03/11/2009","Deuda"
"45% BMV IPC PR MXN, 55% FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002BSR&SecurityToken=F000002BSR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNM60C0A.MX","BNM60 C0-A","https://es-us.finanzas.yahoo.com/q/hp?s=BNM60C0-A.MX","No contribuyentes","Ciclo de Vida","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002BSR","13/10/2008","Renta Variable"
"MEXCOMP_G3","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000O97A&SecurityToken=F00000O97A%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMRGOB3PV.MX","BMRGOB3 PV",,"Personas físicas","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000O97A","13/01/2012","Deuda"
"MEXCOMP_D6","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000J3YF&SecurityToken=F00000J3YF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPZOTM.MX","BMERPZO TM",,"Personas morales","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000J3YF","23/06/2010","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZOX&SecurityToken=F000001ZOX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMGUB1C0A.MX","BNMGUB1 C0-A","https://es-us.finanzas.yahoo.com/q/hp?s=BNMGUB1C0-A.MX","No contribuyentes","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZOX","12/04/2006","Deuda"
"MSCI EM PR EUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002DFC&SecurityToken=F000002DFC%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMEM2B1C.MX","BNMEM2 B1-C","https://es-us.finanzas.yahoo.com/q/hp?s=BNMEM2B1-C.MX","Personas físicas","RV Mercados Emergentes","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002DFC","01/09/2003","Renta Variable"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T8O&SecurityToken=F000002T8O%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM2A.MX","BNMDIA M2-A","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM2-A.MX","Personas morales","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T8O","06/04/2009","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T8N&SecurityToken=F000002T8N%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM1C.MX","BNMDIA M1-C","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM1-C.MX","Personas morales","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T8N","06/04/2009","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T8M&SecurityToken=F000002T8M%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM1A.MX","BNMDIA M1-A","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM1-A.MX","Personas morales","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T8M","06/04/2009","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T8L&SecurityToken=F000002T8L%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM0D.MX","BNMDIA M0-D","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM0-D.MX","Personas morales","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T8L","06/04/2009","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002T8K&SecurityToken=F000002T8K%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM0C.MX","BNMDIA M0-C","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM0-C.MX","Personas morales","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002T8K","06/04/2009","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000NZYF&SecurityToken=F00000NZYF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM0B.MX","BNMDIA M0-B","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAM0-B.MX","Personas morales","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000NZYF","09/03/2012","Deuda"
"FTSE-PiP Cetes 28d 24hrs","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LVX2&SecurityToken=F00000LVX2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Deuda PM - Bancario, gubern. y privado","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAB0C.MX","BNMDIA B0-C","https://es-us.finanzas.yahoo.com/q/hp?s=BNMDIAB0-C.MX","Personas físicas","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LVX2","03/01/2011","Deuda"
"50% S&P Valmer MEX BonosM, 50% S&P Valmer MEX CETES","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PCA0&SecurityToken=F00000PCA0%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Dueda PF - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCP1M0A.MX","BNMCP1 M0-A","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCP1M0-A.MX","Fondo de fondos","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PCA0","27/12/2012","Deuda"
"50% S&P Valmer MEX BonosM, 50% S&P Valmer MEX CETES","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LP4J&SecurityToken=F00000LP4J%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Cobertura Cambiaria - Especializada en cobertura","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCPC0B.MX","BNMCP C0-B","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCPC0-B.MX","No contribuyentes","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LP4J","10/12/2010","Deuda"
"25% Dow Jones UBS Commodity Index, 25% Rogers International Commodity TR USD, 25% Reuters/Jefferies CRB TR, 25% S&P GSCI TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000R6R2&SecurityToken=F00000R6R2%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCOMMM0C.MX","BNMCOMM M0-C","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCOMMM0-C.MX","Personas morales","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000R6R2","05/11/2013","Renta Variable"
"25% Dow Jones UBS Commodity Index, 25% Rogers International Commodity TR USD, 25% Reuters/Jefferies CRB TR, 25% S&P GSCI TR USD","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000003V28&SecurityToken=F000003V28%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","Común - Agresivo","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCOMMC0C.MX","BNMCOMM C0-C","https://es-us.finanzas.yahoo.com/q/hp?s=BNMCOMMC0-C.MX","No contribuyentes","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000003V28","13/10/2008","Renta Variable"
